"","mu","C"
"1",-0.191347596030943,0.0250182244695246
"2",0.0479128828514876,0.0178002974010984
"3",0.186566742298611,0.0153580700539268
"4",0.124138380622783,0.0151990911800328
"5",0.531259265461327,0.0160456856360385
"6",0.115424648800844,0.011385714393664
"7",0.36717230644208,0.0639473419247785
"8",0.183709143553439,0.0675652964793205
"9",-0.414763180145943,0.0664308758722257
"10",0.198668402530362,0.0729421215072868
"11",-0.310768973376701,0.0465480431065561
"12",1.16158003738654,0.0515840331060918
"13",0.260780750603851,0.0700126156855694
"14",0.0905894661305731,0.0771822665185637
"15",0.257756092285096,0.0188273004355665
"16",0.166118713303712,0.0191283732538483
"17",2.06518394291634,0.033724611810773
"18",0.220311223283319,0.0751745242794713
"19",0.0343322120820297,0.0137566450201709
"20",0.520738761735619,0.0154458954250796
"21",0.126070583365248,0.0127094808557672
"22",2.26960411896491,0.0329787357192294
"23",0.00448056429682347,0.0283389311936325
"24",0.0180102187756437,0.0284271269673006
"25",0.019351205623043,0.0283581592276119
"26",-0.013884592096296,0.0284820313623084
"27",-0.0185206838070641,0.0285500829364606
"28",0.00873625592970987,0.0286373966917498
"29",0.0111037819086619,0.0285814700802516
"30",0.00451793291838966,0.0287072175591284
"31",0.00756438960836285,0.028512804848079
"32",0.0128197040869928,0.0285891140775665
"33",-0.00778487448987783,0.0285302129520635
"34",0.00706196268749425,0.0286581593965024
"35",0.00561539342932402,0.0285526509995236
"36",-0.00241714090355164,0.0286364691794791
"37",0.0484611642121564,0.0285790504546373
"38",-0.0205691186378427,0.0287121355150674
"39",-8.34785824328538e-05,0.00529281947202063
"40",0.000463779640383166,0.0052934792418107
"41",-0.00069940766281633,0.00529293078804664
"42",-5.83231035713419e-08,0.00529373885114887
"43",-0.000881762856251401,0.00529422603139942
"44",0.00132873950462498,0.00529488640797426
"45",-0.00101758229289718,0.00529433757117487
"46",-0.000663918103151147,0.0052951464525804
"47",-0.00139050977181304,0.00529400493333091
"48",-0.000133005293724466,0.0052946628460765
"49",0.00102852327349477,0.00529411630231966
"50",0.000142360706987648,0.00529492494451607
"51",0.000739943833857501,0.00529451379803693
"52",-0.00123242449469481,0.00529517543945599
"53",0.0015720228030283,0.00529462894111377
"54",0.0012399084270301,0.00529543663190083
"55",-4.96542251905614e-05,0.00327463899714562
"56",3.95554169858957e-05,0.00327479094824904
"57",0.000408846076065109,0.00327466696746254
"58",-0.000335081406757643,0.00327484949821503
"59",-2.56385163294449e-05,0.00327497643383268
"60",-4.26478219868467e-05,0.00327512842269137
"61",0.000262204016797973,0.00327500450405203
"62",-0.000158068579644428,0.0032751870917359
"63",0.000268372727797417,0.00327491670886762
"64",0.00034171410355618,0.00327506855530353
"65",0.00064551081163749,0.00327494428319799
"66",-0.000298693617479001,0.00327512689088059
"67",-0.000115384511474315,0.00327503809474037
"68",0.000242666580796629,0.00327519018413087
"69",-0.00128525992293994,0.00327506591152305
"70",0.000818018102798206,0.00327524845620467
"71",-2.32144061089998,0.71357830726532
"72",1.74873912940899,0.759046635083523
"73",-6.95890716332582,0.641633983016886
"74",-10.4774022740628,2.01784579663239
"75",-11.4410291539396,2.48949515890145
"76",-0.00159622737113986,1.00001469561009
"77",0.000278929145427099,0.999991133806952
"78",0.00687698956592811,0.999985137039714
"79",0.0225736001245932,0.999892101497314
"80",0.0128412058016327,0.998528028873284
"81",0.000896010517636798,0.999987325420944
"82",-0.00281728677462334,0.999980248759507
"83",0.000476933210851156,0.999994260126493
"84",0.0111825530173516,0.999890737699603
"85",-0.00347422263189437,0.999984454949801
"86",0.00483668686724257,0.99995290981629
"87",-0.00983382031498845,0.999941542932323
"88",-0.000707922782222616,0.99999386222965
"89",-0.00232280861178632,0.999971637603051
"90",-0.0149263675024937,0.99993082999902
"91",-0.0468691178550237,0.999631830909026
"92",-0.141741092411105,1.00550444557907
"93",-0.00281060024696697,0.999990480125663
"94",-0.00714531777107068,0.999799091917306
"95",0.032165748727359,0.999861673087668
"96",0.00763802857637818,0.999981129781458
"97",-0.00234692442804146,1.00000173499117
"98",0.00848459401681323,0.999953307664249
"99",0.00177636797084478,0.999978742501566
"100",-0.0179140644874856,0.999828349921451
"101",0.00158316914455187,0.999803182202275
"102",-0.00335568532150705,0.999988803296915
"103",0.00931086890724832,0.999521268922952
"104",0.000868442464768882,0.999993634860239
"105",-0.00455827394484348,0.99996089528409
"106",0.00145840337638912,0.999981612923517
"107",0.00723412404263263,0.999977236250431
"108",0.00322402461672817,0.99998135714234
"109",0.000279766883538517,0.999994345390164
"110",-0.0029202615141388,0.999988092778804
"111",0.00434953528868142,0.999975161613785
"112",-0.00125988359641191,0.999984398109037
"113",0.000342343392062231,0.999996050668164
"114",0.00462035072620558,0.999944810871761
"115",0.00325164653273471,0.99999229906808
"116",-0.00549014308098864,0.999902983666463
"117",0.00209089860226007,0.99999238433125
"118",0.00304491723892285,0.999984824414997
"119",0.00919959072742338,0.99995137526432
"120",-0.017685017245126,0.99897447723225
"121",0.00268804899232556,0.999990707492923
"122",0.00994686291447881,0.999925118469735
"123",-0.0101940395688013,0.999739674827956
"124",-0.0177655929951718,0.998937389623422
"125",0.00875508217427069,0.999964788624243
"126",0.00282381715581056,0.99999306643739
"127",-0.00495278928759907,0.999986103336148
"128",-0.0043251412485781,0.99998269289065
"129",0.014346314980714,0.999913979848406
"130",0.00558144349111177,0.999997414896845
"131",0.00285127163003669,0.999995595926511
"132",0.00108860935250783,0.999957740859359
"133",0.00256493341561343,0.99998178344441
"134",0.00731089240400363,0.999986217018266
"135",0.0101543358914337,0.999958252385666
"136",-0.0142865427855109,0.999895170062568
"137",-0.00472059224534889,0.999987950675363
"138",-0.00525430971599156,0.999984028644313
"139",-0.00336331330325466,0.999981016101075
"140",-0.0172974610364817,0.999901364104425
"141",-0.00873100168630266,0.999976412078163
"142",-0.00705559536992403,0.999962003602569
"143",-0.00100121514582281,1.00000639620837
