"","mu","C"
"1",1.95976009232951,0.15082999079634
"2",2.10485160803783,0.221454687816651
"3",4.90260883288597,0.141318145230063
"4",6.04691213271208,0.281127374550582
"5",1.21961113355244,0.0484400386587712
"6",1.33609536976752,0.0499947152980129
"7",0.903384513959793,0.0637032078106145
"8",1.17112663320731,0.0838301723493217
"9",0.357752226142178,0.0532572029062484
"10",0.339932844418676,0.0690688685004475
"11",-0.0540347032816091,0.127107667417991
"12",-1.06879047403817,0.18663628650263
"13",0.681914647032204,0.115955094777274
"14",-0.224337459099433,0.115129812700816
"15",-0.681581273461086,0.0886550672357109
"16",0.120174082527412,0.150305916579338
"17",-0.86801667893188,0.00838807670056361
"18",0.162909879862797,0.00739421604242545
"19",0.202917069951608,0.0125370920938024
"20",0.698681193350432,0.0105148707653535
"21",0.212154454761097,0.00693540420638394
"22",0.253320189870275,0.00427636471871487
"23",0.371294336072034,0.0775442447626627
"24",-0.0029787282358688,0.0641296316351508
"25",-0.453221156938771,0.0655572261798359
"26",0.263357203492028,0.068946354409739
"27",-0.945127707490133,0.0136335693327339
"28",2.1023491402463,0.0341393008572572
"29",0.183344627516062,0.0611942649399885
"30",0.0363263230099962,0.0617063085709756
"31",-0.173448355793479,0.00755055498652016
"32",0.658854059756858,0.00882708925376639
"33",2.70780538586155,0.0255677136183411
"34",0.476398267355054,0.0620393514780666
"35",-0.0819653869335052,0.00733729655676962
"36",0.300629568301912,0.00591370346810888
"37",0.138025114497805,0.00536346387876878
"38",2.36722606492466,0.0289517120539774
"39",0.233520063790052,0.0713038004507585
"40",0.0636075994880271,0.0712690163918176
"41",-0.0294818059668559,0.069593572078114
"42",-0.0249515922395622,0.0701298188829346
"43",-0.102900194161283,0.0642788006006563
"44",0.449140879025427,0.0614508931629139
"45",0.0443268622797363,0.0668216043314524
"46",0.136308024231285,0.0676828257472949
"47",-0.108495712234976,0.0673526929924147
"48",-0.194676424623157,0.0632474423737633
"49",-0.0462225272080111,0.0663225256613914
"50",0.00607652274389364,0.0662483596866323
"51",0.00093139148506469,0.0661060514695147
"52",-0.0775876396599186,0.0608825158783376
"53",0.153521647799968,0.0655147116253024
"54",-0.344840437611646,0.0643744541114983
"55",0.00362668660130807,0.0462904210079935
"56",0.0269692894487219,0.0459387550082154
"57",-0.0224312314371319,0.0454347396764232
"58",0.0431889414685368,0.0457559034078185
"59",-0.0269803909600986,0.0454869029691656
"60",0.0898738975348374,0.0451719014990514
"61",0.0191209946392712,0.0447849629887915
"62",-0.0171888165621861,0.045080363962457
"63",-0.0301190682276937,0.0453917186832963
"64",0.00450969600374966,0.0448773599369346
"65",0.0191915852422778,0.0445952180016919
"66",0.066269877430021,0.0449148742858986
"67",0.0357411588466802,0.0458794794427017
"68",-0.0414375559018746,0.0454806673467395
"69",0.0438155028460175,0.0450280364668344
"70",0.0540760904031081,0.0451004184606539
"71",-0.00590345685767955,0.0437357272571313
"72",0.0277650650593997,0.0435341183186418
"73",-0.00582394875588483,0.0430460683048132
"74",0.0231668297242354,0.0433565894658461
"75",-0.0105976351071116,0.0431455903225327
"76",0.0245179802939612,0.0429399991445313
"77",0.0109576926599922,0.0424821210337469
"78",-0.0250622019581773,0.042774818731603
"79",-0.029536470524849,0.0431497280220778
"80",-0.0701979834908951,0.0429886032542038
"81",-0.0330362308181518,0.0425556681083267
"82",0.0416562289752414,0.0428578977222166
"83",-0.00706684365292781,0.0435037344151203
"84",0.0366869640925993,0.0432355074759163
"85",0.044323165071624,0.0428467333628697
"86",-0.0721507502226668,0.0431894928415808
"87",-1.91722142833576,0.45142284040538
"88",0.199500182087274,0.334273047964462
"89",-3.38422810624045,0.370643392532068
"90",-5.74124795021298,0.496004368005394
"91",-5.90960626091684,0.52048456538268
